situation,mode,overall,alpha,lam,test_loss
Similar task,Projection,True,1.000000,0.100000,0.436426
Unrelated task,Projection,True,0.010000,0.100000,0.451499
Unrelated task,Projection,True,0.100000,0.100000,0.448264
Unrelated task,Projection,True,1.000000,0.100000,0.454328
Same task,Projection,True,0.010000,0.300000,0.428056
Same task,Projection,True,0.100000,0.300000,0.430724
Same task,Projection,True,1.000000,0.300000,0.428707
Similar task,Projection,True,0.010000,0.300000,0.439861
Similar task,Projection,True,0.100000,0.300000,0.441727
Similar task,Projection,True,1.000000,0.300000,0.443919
Unrelated task,Projection,True,0.010000,0.300000,0.456217
Unrelated task,Projection,True,0.100000,0.300000,0.459430
Unrelated task,Projection,True,1.000000,0.300000,0.458648
Same task,Projection,True,0.010000,1.000000,0.413166
Same task,Projection,True,0.100000,1.000000,0.413170
Same task,Projection,True,1.000000,1.000000,0.422563
Similar task,Projection,True,0.010000,1.000000,0.436524
Similar task,Projection,True,0.100000,1.000000,0.432526
Similar task,Projection,True,1.000000,1.000000,0.439209
Unrelated task,Projection,True,0.010000,1.000000,0.477993
Unrelated task,Projection,True,0.100000,1.000000,0.486428
Unrelated task,Projection,True,1.000000,1.000000,0.490774
Same task,Projection,True,0.010000,3.000000,0.416431
Same task,Projection,True,0.100000,3.000000,0.417230
Same task,Projection,True,1.000000,3.000000,0.425620
Similar task,Projection,True,0.010000,3.000000,0.443525
Similar task,Projection,True,0.100000,3.000000,0.441400
Similar task,Projection,True,1.000000,3.000000,0.444579
Unrelated task,Projection,True,0.010000,3.000000,0.492242
Unrelated task,Projection,True,0.100000,3.000000,0.521142
Unrelated task,Projection,True,1.000000,3.000000,0.521242
Same task,Projection,True,0.010000,10.000000,0.415991
Same task,Projection,True,0.100000,10.000000,0.418571
Same task,Projection,True,1.000000,10.000000,0.431202
Similar task,Projection,True,0.010000,10.000000,0.435938
Similar task,Projection,True,0.100000,10.000000,0.454186
Similar task,Projection,True,1.000000,10.000000,0.448870
Unrelated task,Projection,True,0.010000,10.000000,0.542777
Unrelated task,Projection,True,0.100000,10.000000,0.535133
Unrelated task,Projection,True,1.000000,10.000000,0.542999
Same task,Projection,True,0.010000,0.100000,0.436951
Same task,Projection,True,0.100000,0.100000,0.433033
Same task,Projection,True,1.000000,0.100000,0.439428
Similar task,Projection,True,0.010000,0.100000,0.440786
Similar task,Projection,True,0.100000,0.100000,0.436059
Similar task,Projection,True,1.000000,0.100000,0.437595
Unrelated task,Projection,True,0.010000,0.100000,0.447174
Unrelated task,Projection,True,0.100000,0.100000,0.447951
Unrelated task,Projection,True,1.000000,0.100000,0.445617
Same task,Projection,True,0.010000,0.300000,0.427459
Same task,Projection,True,0.100000,0.300000,0.422939
Same task,Projection,True,1.000000,0.300000,0.427035
Similar task,Projection,True,0.010000,0.300000,0.434794
Similar task,Projection,True,0.100000,0.300000,0.427314
Similar task,Projection,True,1.000000,0.300000,0.432030
Unrelated task,Projection,True,0.010000,0.300000,0.451283
Unrelated task,Projection,True,0.100000,0.300000,0.447807
Unrelated task,Projection,True,1.000000,0.300000,0.453590
Same task,Projection,True,0.010000,1.000000,0.414219
Same task,Projection,True,0.100000,1.000000,0.415704
Same task,Projection,True,1.000000,1.000000,0.430685
Similar task,Projection,True,0.010000,1.000000,0.419636
Similar task,Projection,True,0.100000,1.000000,0.434183
Similar task,Projection,True,1.000000,1.000000,0.443009
Unrelated task,Projection,True,0.010000,1.000000,0.465502
Unrelated task,Projection,True,0.100000,1.000000,0.489848
Unrelated task,Projection,True,1.000000,1.000000,0.492345
Same task,Projection,True,0.010000,3.000000,0.402231
Same task,Projection,True,0.100000,3.000000,0.418806
Same task,Projection,True,1.000000,3.000000,0.425884
Similar task,Projection,True,0.010000,3.000000,0.425446
Similar task,Projection,True,0.100000,3.000000,0.446646
Similar task,Projection,True,1.000000,3.000000,0.442520
Unrelated task,Projection,True,0.010000,3.000000,0.493447
Unrelated task,Projection,True,0.100000,3.000000,0.518359
Unrelated task,Projection,True,1.000000,3.000000,0.521871
Same task,Projection,True,0.010000,10.000000,0.406327
Same task,Projection,True,0.100000,10.000000,0.430324
Same task,Projection,True,1.000000,10.000000,0.431515
Similar task,Projection,True,0.010000,10.000000,0.434365
Similar task,Projection,True,0.100000,10.000000,0.457727
Similar task,Projection,True,1.000000,10.000000,0.542929
Unrelated task,Projection,True,0.010000,10.000000,0.543403
Unrelated task,Projection,True,0.100000,10.000000,0.531718
Unrelated task,Projection,True,1.000000,10.000000,0.543730
Same task,Projection,True,0.010000,0.100000,0.434411
Same task,Projection,True,0.100000,0.100000,0.435405
Same task,Projection,True,1.000000,0.100000,0.435671
Similar task,Projection,True,0.010000,0.100000,0.439010
Similar task,Projection,True,0.100000,0.100000,0.439575
Similar task,Projection,True,1.000000,0.100000,0.437064
Unrelated task,Projection,True,0.010000,0.100000,0.436330
Unrelated task,Projection,True,0.100000,0.100000,0.444566
Unrelated task,Projection,True,1.000000,0.100000,0.442676
Same task,Projection,True,0.010000,0.300000,0.426853
Same task,Projection,True,0.100000,0.300000,0.420605
Same task,Projection,True,1.000000,0.300000,0.432818
Similar task,Projection,True,0.010000,0.300000,0.441196
Similar task,Projection,True,0.100000,0.300000,0.432710
Similar task,Projection,True,1.000000,0.300000,0.442248
Unrelated task,Projection,True,0.010000,0.300000,0.445988
Unrelated task,Projection,True,0.100000,0.300000,0.447690
Unrelated task,Projection,True,1.000000,0.300000,0.445442
Same task,Projection,True,0.010000,1.000000,0.411654
Same task,Projection,True,0.100000,1.000000,0.407631
Same task,Projection,True,1.000000,1.000000,0.417155
Similar task,Projection,True,0.010000,1.000000,0.442014
Similar task,Projection,True,0.100000,1.000000,0.438968
Similar task,Projection,True,1.000000,1.000000,0.444096
Unrelated task,Projection,True,0.010000,1.000000,0.469705
Unrelated task,Projection,True,0.100000,1.000000,0.479846
Unrelated task,Projection,True,1.000000,1.000000,0.486011
Same task,Projection,True,0.010000,3.000000,0.414466
Same task,Projection,True,0.100000,3.000000,0.422613
Same task,Projection,True,1.000000,3.000000,0.432853
Similar task,Projection,True,0.010000,3.000000,0.440777
Similar task,Projection,True,0.100000,3.000000,0.444009
Similar task,Projection,True,1.000000,3.000000,0.453352
Unrelated task,Projection,True,0.010000,3.000000,0.488214
Unrelated task,Projection,True,0.100000,3.000000,0.514262
Unrelated task,Projection,True,1.000000,3.000000,0.520080
Same task,Projection,True,0.010000,10.000000,0.415130
Same task,Projection,True,0.100000,10.000000,0.428266
Same task,Projection,True,1.000000,10.000000,0.426901
Similar task,Projection,True,0.010000,10.000000,0.456984
Similar task,Projection,True,0.100000,10.000000,0.455234
Similar task,Projection,True,1.000000,10.000000,0.454917
Unrelated task,Projection,True,0.010000,10.000000,0.543196
Unrelated task,Projection,True,0.100000,10.000000,0.526994
Unrelated task,Projection,True,1.000000,10.000000,0.542807
Same task,Projection,True,0.010000,0.100000,0.433171
Same task,Projection,True,0.100000,0.100000,0.434717
Same task,Projection,True,1.000000,0.100000,0.442648
Similar task,Projection,True,0.010000,0.100000,0.436791
Similar task,Projection,True,0.100000,0.100000,0.433455
Similar task,Projection,True,1.000000,0.100000,0.442547
Unrelated task,Projection,True,0.010000,0.100000,0.449021
Unrelated task,Projection,True,0.100000,0.100000,0.446167
Unrelated task,Projection,True,1.000000,0.100000,0.450715
Same task,Projection,True,0.010000,0.300000,0.422846
Same task,Projection,True,0.100000,0.300000,0.421809
Same task,Projection,True,1.000000,0.300000,0.433202
Similar task,Projection,True,0.010000,0.300000,0.435836
Similar task,Projection,True,0.100000,0.300000,0.437533
Similar task,Projection,True,1.000000,0.300000,0.439775
Unrelated task,Projection,True,0.010000,0.300000,0.460286
Unrelated task,Projection,True,0.100000,0.300000,0.460325
Unrelated task,Projection,True,1.000000,0.300000,0.464253
Same task,Projection,True,0.010000,1.000000,0.412488
Same task,Projection,True,0.100000,1.000000,0.428299
Same task,Projection,True,1.000000,1.000000,0.420579
Similar task,Projection,True,0.010000,1.000000,0.429604
Similar task,Projection,True,0.100000,1.000000,0.426985
Similar task,Projection,True,1.000000,1.000000,0.446814
Unrelated task,Projection,True,0.010000,1.000000,0.485786
Unrelated task,Projection,True,0.100000,1.000000,0.493411
Unrelated task,Projection,True,1.000000,1.000000,0.495912
Same task,Projection,True,0.010000,3.000000,0.413595
Same task,Projection,True,0.100000,3.000000,0.424221
Same task,Projection,True,1.000000,3.000000,0.427062
Similar task,Projection,True,0.010000,3.000000,0.426726
Similar task,Projection,True,0.100000,3.000000,0.442609
Similar task,Projection,True,1.000000,3.000000,0.444217
Unrelated task,Projection,True,0.010000,3.000000,0.502573
Unrelated task,Projection,True,0.100000,3.000000,0.528015
Unrelated task,Projection,True,1.000000,3.000000,0.526933
Same task,Projection,True,0.010000,10.000000,0.407834
Same task,Projection,True,0.100000,10.000000,0.438332
Same task,Projection,True,1.000000,10.000000,0.435253
Similar task,Projection,True,0.010000,10.000000,0.434186
Similar task,Projection,True,0.100000,10.000000,0.456153
Similar task,Projection,True,1.000000,10.000000,0.456589
Unrelated task,Projection,True,0.010000,10.000000,0.542859
Unrelated task,Projection,True,0.100000,10.000000,0.542055
Unrelated task,Projection,True,1.000000,10.000000,0.543100
Same task,Projection,True,0.010000,0.100000,0.439956
Same task,Projection,True,0.100000,0.100000,0.437871
Same task,Projection,True,1.000000,0.100000,0.444731
Similar task,Projection,True,0.010000,0.100000,0.435203
Similar task,Projection,True,0.100000,0.100000,0.445423
Similar task,Projection,True,1.000000,0.100000,0.439970
Unrelated task,Projection,True,0.010000,0.100000,0.443149
Unrelated task,Projection,True,0.100000,0.100000,0.448396
Unrelated task,Projection,True,1.000000,0.100000,0.447893
Same task,Projection,True,0.010000,0.300000,0.431128
Same task,Projection,True,0.100000,0.300000,0.433163
Same task,Projection,True,1.000000,0.300000,0.436916
Similar task,Projection,True,0.010000,0.300000,0.436325
Similar task,Projection,True,0.100000,0.300000,0.432298
Similar task,Projection,True,1.000000,0.300000,0.434626
Unrelated task,Projection,True,0.010000,0.300000,0.446538
Unrelated task,Projection,True,0.100000,0.300000,0.443204
Unrelated task,Projection,True,1.000000,0.300000,0.453397
Same task,Projection,True,0.010000,1.000000,0.415131
Same task,Projection,True,0.100000,1.000000,0.426512
Same task,Projection,True,1.000000,1.000000,0.418662
Similar task,Projection,True,0.010000,1.000000,0.422016
Similar task,Projection,True,0.100000,1.000000,0.439827
Similar task,Projection,True,1.000000,1.000000,0.441375
Unrelated task,Projection,True,0.010000,1.000000,0.471256
Unrelated task,Projection,True,0.100000,1.000000,0.479904
Unrelated task,Projection,True,1.000000,1.000000,0.493613
Same task,Projection,True,0.010000,3.000000,0.399888
Same task,Projection,True,0.100000,3.000000,0.418381
Same task,Projection,True,1.000000,3.000000,0.425991
Similar task,Projection,True,0.010000,3.000000,0.429381
Similar task,Projection,True,0.100000,3.000000,0.438629
Similar task,Projection,True,1.000000,3.000000,0.447707
Unrelated task,Projection,True,0.010000,3.000000,0.496274
Unrelated task,Projection,True,0.100000,3.000000,0.518793
Unrelated task,Projection,True,1.000000,3.000000,0.520727
Same task,Projection,True,0.010000,10.000000,0.419851
Same task,Projection,True,0.100000,10.000000,0.430895
Same task,Projection,True,1.000000,10.000000,0.445569
Similar task,Projection,True,0.010000,10.000000,0.445087
Similar task,Projection,True,0.100000,10.000000,0.459184
Similar task,Projection,True,1.000000,10.000000,0.461241
Unrelated task,Projection,True,0.010000,10.000000,0.544670
Unrelated task,Projection,True,0.100000,10.000000,0.542898
Unrelated task,Projection,True,1.000000,10.000000,0.544165
Same task,Weighted cosine,True,0.010000,0.100000,0.443357
Similar task,Weighted cosine,True,0.010000,0.100000,0.448507
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.445114
Same task,Unweighted cosine,True,0.010000,0.100000,0.445815
Similar task,Unweighted cosine,True,0.010000,0.100000,0.444509
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.447248
Same task,Weighted cosine,True,0.010000,0.300000,0.444553
Similar task,Weighted cosine,True,0.010000,0.300000,0.445457
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.453088
Same task,Unweighted cosine,True,0.010000,0.300000,0.436299
Similar task,Unweighted cosine,True,0.010000,0.300000,0.442837
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.452365
Same task,Weighted cosine,True,0.010000,1.000000,0.442202
Similar task,Weighted cosine,True,0.010000,1.000000,0.442889
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.448746
Same task,Unweighted cosine,True,0.010000,1.000000,0.421294
Similar task,Unweighted cosine,True,0.010000,1.000000,0.441094
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.454274
Same task,Weighted cosine,True,0.010000,3.000000,0.444679
Similar task,Weighted cosine,True,0.010000,3.000000,0.452357
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.456360
Same task,Unweighted cosine,True,0.010000,3.000000,0.441821
Similar task,Unweighted cosine,True,0.010000,3.000000,0.451808
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.534535
Same task,Weighted cosine,True,0.010000,10.000000,0.446759
Similar task,Weighted cosine,True,0.010000,10.000000,0.468407
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.453350
Same task,Unweighted cosine,True,0.010000,10.000000,0.555640
Similar task,Unweighted cosine,True,0.010000,10.000000,0.544757
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.542345
Same task,Weighted cosine,True,0.010000,0.100000,0.444726
Similar task,Weighted cosine,True,0.010000,0.100000,0.445457
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.449455
Same task,Unweighted cosine,True,0.010000,0.100000,0.440167
Similar task,Unweighted cosine,True,0.010000,0.100000,0.436554
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.445138
Same task,Weighted cosine,True,0.010000,0.300000,0.448327
Similar task,Weighted cosine,True,0.010000,0.300000,0.446507
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.447733
Same task,Unweighted cosine,True,0.010000,0.300000,0.437692
Similar task,Unweighted cosine,True,0.010000,0.300000,0.435728
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.450263
Same task,Weighted cosine,True,0.010000,1.000000,0.445810
Similar task,Weighted cosine,True,0.010000,1.000000,0.439591
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.447045
Same task,Unweighted cosine,True,0.010000,1.000000,0.426096
Similar task,Unweighted cosine,True,0.010000,1.000000,0.443243
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.458772
Same task,Weighted cosine,True,0.010000,3.000000,0.434044
Similar task,Weighted cosine,True,0.010000,3.000000,0.437661
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.445488
Same task,Unweighted cosine,True,0.010000,3.000000,0.452356
Similar task,Unweighted cosine,True,0.010000,3.000000,0.458486
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.509268
Same task,Weighted cosine,True,0.010000,10.000000,0.434656
Similar task,Weighted cosine,True,0.010000,10.000000,0.456426
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.456394
Same task,Unweighted cosine,True,0.010000,10.000000,0.450896
Similar task,Unweighted cosine,True,0.010000,10.000000,0.541913
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.542397
Same task,Weighted cosine,True,0.010000,0.100000,0.447823
Similar task,Weighted cosine,True,0.010000,0.100000,0.441388
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.453360
Same task,Unweighted cosine,True,0.010000,0.100000,0.438726
Similar task,Unweighted cosine,True,0.010000,0.100000,0.440971
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.437202
Same task,Weighted cosine,True,0.010000,0.300000,0.450013
Similar task,Weighted cosine,True,0.010000,0.300000,0.445098
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.441053
Same task,Unweighted cosine,True,0.010000,0.300000,0.433208
Similar task,Unweighted cosine,True,0.010000,0.300000,0.443432
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.447291
Same task,Weighted cosine,True,0.010000,1.000000,0.445122
Similar task,Weighted cosine,True,0.010000,1.000000,0.447917
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.447853
Same task,Unweighted cosine,True,0.010000,1.000000,0.432818
Similar task,Unweighted cosine,True,0.010000,1.000000,0.445822
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.459926
Same task,Weighted cosine,True,0.010000,3.000000,0.440391
Similar task,Weighted cosine,True,0.010000,3.000000,0.444701
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.443657
Same task,Unweighted cosine,True,0.010000,3.000000,0.448457
Similar task,Unweighted cosine,True,0.010000,3.000000,0.455716
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.508136
Same task,Weighted cosine,True,0.010000,10.000000,0.442345
Similar task,Weighted cosine,True,0.010000,10.000000,0.445890
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.457724
Same task,Unweighted cosine,True,0.010000,10.000000,0.541130
Similar task,Unweighted cosine,True,0.010000,10.000000,0.542672
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.542678
Same task,Weighted cosine,True,0.010000,0.100000,0.451583
Similar task,Weighted cosine,True,0.010000,0.100000,0.446123
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.452054
Same task,Unweighted cosine,True,0.010000,0.100000,0.443734
Similar task,Unweighted cosine,True,0.010000,0.100000,0.456514
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.446708
Same task,Weighted cosine,True,0.010000,0.300000,0.446393
Similar task,Weighted cosine,True,0.010000,0.300000,0.448379
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.451269
Same task,Unweighted cosine,True,0.010000,0.300000,0.439525
Similar task,Unweighted cosine,True,0.010000,0.300000,0.451673
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.455771
Same task,Weighted cosine,True,0.010000,1.000000,0.448414
Similar task,Weighted cosine,True,0.010000,1.000000,0.452613
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.447943
Same task,Unweighted cosine,True,0.010000,1.000000,0.429524
Similar task,Unweighted cosine,True,0.010000,1.000000,0.440264
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.459825
Same task,Weighted cosine,True,0.010000,3.000000,0.446398
Similar task,Weighted cosine,True,0.010000,3.000000,0.449336
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.453740
Same task,Unweighted cosine,True,0.010000,3.000000,0.433620
Similar task,Unweighted cosine,True,0.010000,3.000000,0.462556
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.509792
Same task,Weighted cosine,True,0.010000,10.000000,0.496486
Similar task,Weighted cosine,True,0.010000,10.000000,0.460470
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.445398
Same task,Unweighted cosine,True,0.010000,10.000000,0.542117
Similar task,Unweighted cosine,True,0.010000,10.000000,0.543121
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.533617
Same task,Weighted cosine,True,0.010000,0.100000,0.439981
Similar task,Weighted cosine,True,0.010000,0.100000,0.434599
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.443207
Same task,Unweighted cosine,True,0.010000,0.100000,0.430574
Similar task,Unweighted cosine,True,0.010000,0.100000,0.430253
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.438480
Same task,Weighted cosine,True,0.010000,0.300000,0.440108
Similar task,Weighted cosine,True,0.010000,0.300000,0.437955
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.444802
Same task,Unweighted cosine,True,0.010000,0.300000,0.434170
Similar task,Unweighted cosine,True,0.010000,0.300000,0.438396
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.445389
Same task,Weighted cosine,True,0.010000,1.000000,0.436070
Similar task,Weighted cosine,True,0.010000,1.000000,0.434481
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.438335
Same task,Unweighted cosine,True,0.010000,1.000000,0.428356
Similar task,Unweighted cosine,True,0.010000,1.000000,0.435860
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.463311
Same task,Weighted cosine,True,0.010000,3.000000,0.436150
Similar task,Weighted cosine,True,0.010000,3.000000,0.437022
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.439972
Same task,Unweighted cosine,True,0.010000,3.000000,0.441275
Similar task,Unweighted cosine,True,0.010000,3.000000,0.452871
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.522647
Same task,Weighted cosine,True,0.010000,10.000000,0.460003
Similar task,Weighted cosine,True,0.010000,10.000000,0.442398
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.449672
Same task,Unweighted cosine,True,0.010000,10.000000,0.546545
Similar task,Unweighted cosine,True,0.010000,10.000000,0.541217
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.542369
Same task,Weighted cosine,True,0.010000,0.100000,0.443844
Similar task,Weighted cosine,True,0.010000,0.100000,0.444540
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.449503
Same task,Unweighted cosine,True,0.010000,0.100000,0.435026
Similar task,Unweighted cosine,True,0.010000,0.100000,0.440963
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.441575
Same task,Weighted cosine,True,0.010000,0.300000,0.440596
Similar task,Weighted cosine,True,0.010000,0.300000,0.448190
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.446773
Same task,Unweighted cosine,True,0.010000,0.300000,0.435367
Similar task,Unweighted cosine,True,0.010000,0.300000,0.438383
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.442827
Same task,Weighted cosine,True,0.010000,1.000000,0.439580
Similar task,Weighted cosine,True,0.010000,1.000000,0.436128
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.439312
Same task,Unweighted cosine,True,0.010000,1.000000,0.427284
Similar task,Unweighted cosine,True,0.010000,1.000000,0.439791
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.452063
Same task,Weighted cosine,True,0.010000,3.000000,0.435078
Similar task,Weighted cosine,True,0.010000,3.000000,0.438963
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.443604
Same task,Unweighted cosine,True,0.010000,3.000000,0.436135
Similar task,Unweighted cosine,True,0.010000,3.000000,0.459296
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.508350
Same task,Weighted cosine,True,0.010000,10.000000,0.467942
Similar task,Weighted cosine,True,0.010000,10.000000,0.441857
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.443153
Same task,Unweighted cosine,True,0.010000,10.000000,0.541470
Similar task,Unweighted cosine,True,0.010000,10.000000,0.542464
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.540543
Same task,Weighted cosine,True,0.010000,0.100000,0.448589
Similar task,Weighted cosine,True,0.010000,0.100000,0.447845
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.443561
Same task,Unweighted cosine,True,0.010000,0.100000,0.443827
Similar task,Unweighted cosine,True,0.010000,0.100000,0.438766
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.445272
Same task,Weighted cosine,True,0.010000,0.300000,0.445213
Similar task,Weighted cosine,True,0.010000,0.300000,0.446991
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.449006
Same task,Unweighted cosine,True,0.010000,0.300000,0.442427
Similar task,Unweighted cosine,True,0.010000,0.300000,0.438294
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.444045
Same task,Weighted cosine,True,0.010000,1.000000,0.442368
Similar task,Weighted cosine,True,0.010000,1.000000,0.439750
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.445886
Same task,Unweighted cosine,True,0.010000,1.000000,0.423502
Similar task,Unweighted cosine,True,0.010000,1.000000,0.441282
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.461680
Same task,Weighted cosine,True,0.010000,3.000000,0.446555
Similar task,Weighted cosine,True,0.010000,3.000000,0.437937
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.447216
Same task,Unweighted cosine,True,0.010000,3.000000,0.447629
Similar task,Unweighted cosine,True,0.010000,3.000000,0.454953
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.506603
Same task,Weighted cosine,True,0.010000,10.000000,0.440885
Similar task,Weighted cosine,True,0.010000,10.000000,0.454839
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.457585
Same task,Unweighted cosine,True,0.010000,10.000000,0.444000
Similar task,Unweighted cosine,True,0.010000,10.000000,0.473527
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.543727
Same task,Weighted cosine,True,0.010000,0.100000,0.439726
Similar task,Weighted cosine,True,0.010000,0.100000,0.443400
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.440222
Same task,Unweighted cosine,True,0.010000,0.100000,0.440269
Similar task,Unweighted cosine,True,0.010000,0.100000,0.435787
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.438096
Same task,Weighted cosine,True,0.010000,0.300000,0.437209
Similar task,Weighted cosine,True,0.010000,0.300000,0.439495
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.437546
Same task,Unweighted cosine,True,0.010000,0.300000,0.434624
Similar task,Unweighted cosine,True,0.010000,0.300000,0.436149
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.441777
Same task,Weighted cosine,True,0.010000,1.000000,0.435657
Similar task,Weighted cosine,True,0.010000,1.000000,0.434328
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.434627
Same task,Unweighted cosine,True,0.010000,1.000000,0.434797
Similar task,Unweighted cosine,True,0.010000,1.000000,0.445508
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.444905
Same task,Weighted cosine,True,0.010000,3.000000,0.443659
Similar task,Weighted cosine,True,0.010000,3.000000,0.443923
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.437168
Same task,Unweighted cosine,True,0.010000,3.000000,0.464909
Similar task,Unweighted cosine,True,0.010000,3.000000,0.454912
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.507245
Same task,Weighted cosine,True,0.010000,10.000000,0.448452
Similar task,Weighted cosine,True,0.010000,10.000000,0.455498
Unrelated task,Weighted cosine,True,0.010000,10.000000,0.441634
Same task,Unweighted cosine,True,0.010000,10.000000,0.543311
Similar task,Unweighted cosine,True,0.010000,10.000000,0.500061
Unrelated task,Unweighted cosine,True,0.010000,10.000000,0.541597
Same task,Weighted cosine,True,0.010000,0.100000,0.455112
Similar task,Weighted cosine,True,0.010000,0.100000,0.455490
Unrelated task,Weighted cosine,True,0.010000,0.100000,0.455126
Same task,Unweighted cosine,True,0.010000,0.100000,0.448889
Similar task,Unweighted cosine,True,0.010000,0.100000,0.450111
Unrelated task,Unweighted cosine,True,0.010000,0.100000,0.449196
Same task,Weighted cosine,True,0.010000,0.300000,0.452383
Similar task,Weighted cosine,True,0.010000,0.300000,0.454884
Unrelated task,Weighted cosine,True,0.010000,0.300000,0.450444
Same task,Unweighted cosine,True,0.010000,0.300000,0.446228
Similar task,Unweighted cosine,True,0.010000,0.300000,0.449524
Unrelated task,Unweighted cosine,True,0.010000,0.300000,0.455490
Same task,Weighted cosine,True,0.010000,1.000000,0.453335
Similar task,Weighted cosine,True,0.010000,1.000000,0.450513
Unrelated task,Weighted cosine,True,0.010000,1.000000,0.457966
Same task,Unweighted cosine,True,0.010000,1.000000,0.436658
Similar task,Unweighted cosine,True,0.010000,1.000000,0.449274
Unrelated task,Unweighted cosine,True,0.010000,1.000000,0.459681
Same task,Weighted cosine,True,0.010000,3.000000,0.448715
Similar task,Weighted cosine,True,0.010000,3.000000,0.451042
Unrelated task,Weighted cosine,True,0.010000,3.000000,0.451882
Same task,Unweighted cosine,True,0.010000,3.000000,0.433945
Similar task,Unweighted cosine,True,0.010000,3.000000,0.457638
Unrelated task,Unweighted cosine,True,0.010000,3.000000,0.519453
Same task,Weighted cosine,True,0.010000,10.000000,0.456293
